v1,v2
ham,m i tht mch bd  void like this
ham,yo yo rond jst got my cr bck
ham,nnoying isnt it
ham,goodmorning dy i m lte for  ltgt min
ham,theres no point hngin on  mr not right if hes not mkin  hppy
ham,ll will come livebetter correct ny good looking figre there itself
ham,in tht cse i gess ill see yo t cmps lodge
ham,were done
ham,come  my home for one lst time i wont do nything trst me
ham,i ws p ll night o worrying bot this ppt its  shme we missed  girls night ot with qizzes popcorn nd yo doing my hir
spam,sex p r mobile with  free sexy pic of jordn jst text bbe   then every wk get  sexy celeb pocketbbecok  more pics  wk 
ham,ok c y
spam,yo hve  new voicemil plese cll 
ham,wht he sid is not the mtter my mind sying some other mtter is there
ham,he lso knows bot lnch men only d  i know
ham,l he does is mon t me if n e thin goes wrong its my fltl de rgments r my fltfed p of him of himso y bother hv go thnxxx
ham,neft trnsction with reference nmber  ltgt  for rs ltdecimlgt  hs been credited  the beneficiry ccont on  ltgt  t  lttimegt  ltgt
ham,otherwise hd prt time job ntition
ham,i know she clled me
ham,me lso d i feel yesterdy night  wit til dy night der
ham,thnks for nderstnding ive been trying  tell sr tht
spam,win  yer spply of cds   sre of r choice worth   enter or  weekly drw txt msic   tscs wwwldewcomsbswinppmx
ham,the whole cr pprecited the lst two dd nd re hving  mp reding semi rgment bt prt from tht things re going ok p
spam,s  sim sbscriber yo re selected  receive  bons get it delivered  yor door txt the word ok  no   clim pmsg exp pr
ham,i need yo  be in my strong rms
ham,lso mn re yo missing ot
ham,his bdy rel is in pril 
ham,gessin yo int gonn be here before 
ham,ok then i will come  r home fter hlf n hor
ham,yo the gme lmost over wnt  go  wlmrt soon
ham,yeh probbly bt not sre ilol let  know bt personlly i wldnt bother then gin if r goin  then i mite s well
ham,ill text now ll creepy like so he wont think tht we forgot
ham,tht wold be good  ill phone yo mo lnchtime shll i  orgnise something
spam,yo hve  new voicemil plese cll 
ham,dmn cn yo mke it night or do yo wnt  jst wit til morrow
ham,kkim lso finewhen will yo complete the corse
ham,tre it is pssble nd if yo get  high score nd pply for phd yo get yers of slry so it mkes life esier
spam,no  noki ne  r mob every week jst txt nok   st ne free  so get txtin now nd tell r friends pne  reply hl info
ham,prkesh is there know
ham,tech me pps d when yo come  college
ham,rofl bett invest in some  nti ging prodcts
spam,yo re  winner  hve been specilly selected  receive  csh or   holidy flights inc spek   live operr  clim 
ham,sir yo will receive the ccont no nother hr time sorry for the dely
spam,reply with yor nme nd ddress nd yo will receive by post  weeks completely free ccommodtion t vrios globl loctions wwwphbcom php
ham,so ll be sbmitting d project tmr rite
spam,free entry in or  weekly comp jst send the word enter   now  tc wwwtextcompcom cst cre 
ham,js ns me lr ll noe lter
ham,i wnt  send something tht cn sell fst  ltgt k is not esy money
ham,hve got  few things  do my be in  pb lter
ham,s finish meeting cll me
ham,lol ok ill sntch her prse o
ham,hellodrivbyqit edrnk sorry iff pthis mkes no senrddnot no how  dncce  drm n bsqihve fn nhite x ros xxxxxxx
ham,yor opinion bot me  over  jd  ksrthi  lovble  silent  spl chrcter  not mtred  stylish  simple pls reply
ham,how mch re we getting
ham,is r pper in e morn or ft tmr
ham,der relieved of wesnzoylnd ll going  pln this end o
ham,hope yo re hving  gret new semester do wish yo the very best yo re mde for gretness
ham,oh yes i cn spek txt   no hmm did  get  emil
ham,i wnt  show yo the world princess  how bot erope
ham,nobody cn decide where  et nd dd wnts chinese
ham,no shoot me im in the docs witing room 
ham,now im going ot  dinner soon
ham,hello which the site  downlod songs its rgent pls
ham,i do know wht  men  is the king of not hvin credit im goinbed now night night sweet onlymore sleep 
ham,horrible gl me in sch doing some stff how come  got mc
ham,hi hn im not comin nitetell every im sorry  me hope  v goodtimeoli rng melnite ifink it mite b sortedbt il explin everythin on monlrsx
ham,i cll yo lter dont hve network if rgnt sms me
ham,mmmmmh mny mny hppy retrns of d dy my der sweet hert hppy birthdy der
spam,plese cll  immeditely s there is n rgent messge witing for yo
ham,yeh like if it goes like it did with my friends imm flip my shit in like hlf n hor
ham,mm sy we wn  go then go then she cn shn bin wtch d glss exhibition 
ham,wht yor pln for pongl
ham,jst wit till end of mrch when el nino gets himself oh
ham,not yet chikkgoing  room nw im in bs
ham,m lso doing in cbe only bt hve  py
ham,honey boo im missing 
ham,we hve sent jd for csmer service cm cconts exective  r mil id for detils contct s
ham,yo im t my prents gettin csh good news we picked p  downstem
ham,thnk yo so mch when we skyped wit kz nd sr we didnt get the plesre of yor compny hope yo re good weve given yo ltimtm oh we re contin down  bro enjoy
spam,hngry gy gys feeling hngry nd p  it now cll  jst pmin  sp texts cll  pmin
ham,ok no whl jst remember tht  friend in need 
ham,i will see in hlf n hor
ham,im in inperilmsic listeningthe weirdest trck ever bylefctter johnsonds like insects being molestedsomeone plmbingremixed by evil men on cid
ham,hey sorry i didntgive y   bellerlier hnny
ham,seriosly tell her those exct words right now
spam,cn  get  phone now i wnn cht  set p meet cll me now on   cn cm here moro lv jne xx cllsminmoremobsemspoboxpow
ham,tee hee off  lectre cheery bye bye
ham,sorry chikk my cell got some problem thts y i ws nt ble  reply  or msg 
ham,if yo still hvent collected the dogh pls let me know so i cn go  the plce i sent it  get the control nmber
ham,ok
spam,network operr the service is free for t  cs visit biz
ham,let me know how  contct yo ive yo settled in  room lets know yo re ok
ham,wot  p   weirdo
ham,cn do lor
ham,dont pt yor phone on silent mode ok
ham,cn i meet  t  s  where depends on where  wn  in lor
ham,witing  my tv show  strt lor  leh still bsy doing r report
ham,oh ho is this the first time  se these type of words
ham,m i the only one who doesnt stlk profiles
ham,ever green qote ever ld by jerry in cron  person who irrittes  lwys is the one who loves  vry mch bt fils  express it   gd nyt
ham,yes i thoght so thnks
ham,bt if shes drinkin im ok
ham,jst wondering the others jst ok off
ham,night hs ended for nother dy morning hs come in  specil wy my yo smile like the snny rys nd leves yor worries t the ble ble by gd mrng
ham,wht do yo do my dog  mst i lwys wit till the end of yor dy  hve word from yo  did yo rn ot of time on yor cell lredy
ham,hppy new yer   o
ham,heygret delfrm r m  pm px  deposit by  my
ham,et jp done oso ft r lect wt  got lect t  rite 
ham,hey bbe i sw yo cme online for  second nd then yo disppered wht hppened 
ham,d my birthdte in certificte is in pril bt rel dte is dy bt dont pblish it i shll give yo  specil tret if yo keep the secret ny wy thnks for the wishes
ham,hppy birthdy my ll r drems come tre
ham,iyh  did ok lredy lr e nydc t wheellock
ham,tell her i sid et shit
ham,sre i m driving bt will rech my destintion soon
ham,k so m i how mch for n th fifty
ham,yor dily text from me   fvor this time
ham,gret  her yo re settling well so whts hppenin wit ol
ham,those cocksckers if it mkes yo feel better ipds re worthless grbge novelty items nd yo shold feel bd for even wnting one
ham,i t  rech lio he sid tshirt
ham,frn i decided  go n e wy im completely broke n knckered i got p bot  c  mrw love jnx ps this is my dds fone no credit
ham,i cnt pick the phone right now pls send  messge
ham,yor right ill mke the ppointment right now
ham,designtion is softwre developer nd my be she get chenni
spam,enjoy the jmster videosond gold clb with yor credits for  new videosonds logosmsicnews get more fn from jmstercok only help cll  
spam,get  lions englnd ne reply lionm  mono or lionp  poly  more go  wwwringnescok the originl n best nes gbp network operr rtes pply
ham,i jokin oni lr  bsy then i wn distrb 
ham,ok be crefl  dont text nd drive 
ham,ill lwys be there even if its jst in spirit ill get  bb soon jst trying  be sre i need it
ham, r o mch close  my hert if  go wy i will be shttered plz sty with me
ham,i love   bbe r  sre everything is lrite is he being n idiot txt bk girlie
ham,how bt mking some of the pics bigger
ham,got bt got  colors lor one color is qite light n e other is drker lor ctlly im done shes styling my hir now
ham,whenevr r sd whenevr r gry remembr im here  listn  wtevr  wnn sy js wlk wid me  little whilemp i promise ill bring bck r smile
ham,why nothing ok nywy give me tret
spam,win the newest hrry potter nd the order of the phoenix book  reply hrry nswer  qestions  chnce  be the first mong reders
ham,ok
ham,correct so how ws work dy
ham,jst sent gin do yo screm nd mon in bed princess
ham,i wke p long go lredy dnno wht other thing
ham,oh jst getting even with  
ham,i thk  shd be ok he sid pls mins  did  leve  line in between prgrphs
ham,cn yo cll me plz yor nmber shows ot of covergd re i hve rgnt cll in vsi mp hve  rech before o clock so cll me plz
ham,yeh jys sort of  fcking retrd
ham,sorry ws in the bthroom sp
spam,r blnce is now  r next qestion is who sng pwn girl in the s   nswer txt r nswer   good lck
ham,my exm is for febrry  wish yo  gret dy
ham,i dont know wht  do  come ot of this so only m sk qestions like this dont mistke me
ham,ight no rsh ill sk jy
ham,good morning plz cll me sir
ham,its ok lr  sleep erly o nite
ham,oh icic k lor den meet other dy
ham,oh   hlf hor is mch longer in syri thn cnd eh  wow yo mst get so mch more work done in  dy thn s with ll tht extr time  grins
ham,sometimes we pt wlls rond or hertsnot jst  be sfe from getting hrt bt  find ot who cres enogh  brek the wlls mp get closer goodnoon
ham,sweet we my or my not go    meet crlos so gge pttys interest in tht
ham,then she bying dy  no need  c meh
ham,ight sorry i tke ten yers  shower whts the pln
ham,every mondynxt week vl be completing
ham,might x well im there
ham,jst chill for nother hrs if yo cold sleep the pin is not  srgicl emergency so see how it nfolds oky
ham,yeh ill try  scronge something p
ham,crzy r hes mrried  like gd looking gys not me my frens like sy hes koren leons fve bt i dn thk he is ft some thinking myb most prob ill go
ham,were somewhere on fredericksbrg
ham,qe pses n ben tiempo or something like tht
ham,is it ok if i sty the night here xvier hs  sleeping bg nd im getting tired
ham,she doesnt need ny test
ham,nothing mch chillin t home ny sper bowl pln
spam,freedy sexy st georges dy pic of jordntxt pic   dont miss ot then every wk  scy celeb more pics c pocketbbecok  wk
ham,bgis oso ner wt 
ham,yo theres no clss tmrw right
ham,let r hert be r compss r mind r mp r sol r gide nd  will never loose in worldgnn  sent vi wysmscom
ham,goodnight sleep well d plese tke cre p plese
ham,bbe i misss yo  where re yo  i hve  go nd tech my clss t  
ham,convey my regrds  him
ham, ned  convince him tht its not possible wit hrting his feeling its the min
ham,good fternoon loverboy  how goes yo dy  ny lck come yor wy i think of yo sweetie nd send my love cross the se  mke yo smile nd hppy
ham,if i strt sending blckberry rch  nigeri will yo find byer for melike  month nd tell dd not  by bb from nyone oh
ham,ltgt of pple mrry with their lovers becz they hv gd ndrstndng dt voids problems i sent dis    wil get gd news on fridy by d person yo like nd morrow will be the best dy of yor life dont brek this chin if yo brek yo will sffer send this   ltgt  frnds in ltgt  mins whn  red
ham,yo dde gess who jst got rrested the other dy
ham,shhi sy chnge  sntec stembot  noe where where r  now
ham,wht does the dnce river do
ham,yetnde im sorry bt moji nd i seem o bsy  be ble  go shopping cn yo jst plese find some other wy  get wht yo wnted s  get plese forgive me yo cn reply free vi yhoo messenger
ham,hey i will be relly pretty lte yo wnt  go for the lesson first i will join yo im only reching tp mrt
spam,hot live fntsies cll now  jst p per min ntt ltd po box  croydon cr wb k
ham,bbq this st t mine from ish r welcome  come
ham,i dont know sme thing thts wrong everyso often he pnicks strts goin on bot not bein good enogh 
ham,lright im othve  good night
ham,did yo try mking nother btt
ham,hope yo re feeling gret pls fill me in biol
ham,i thogh we shd go ot n hve some fn so br in wn or something  sond ok
ham, go  write msg  pt on dictionry mode cover the screen with hnd press  ltgt  gently remove r hnd its interesting
spam,bers pic nick nd m pete nd  dick in fct ll types try gy cht with pho plod cll  pmin  sp texts cll 
spam, new mobiles from  mst go txt noki  no   collect yors dyfrom only  wwwtcbiz opt gbpmtmsg txtction
