,v1,v2
2066,ham,then yo re eldest know
2067,ham,whos there sy hi  or drgdeler
2068,ham,its hrd  believe things like this ll cn sy lie bt think twice before sying nything  me
2071,ham,good night my der sleepwellmptke cre
2072,ham,tht is wondrfll song
2074,ham,yr lor ctlly we qite fst cos d ge slow wt hh
2075,ham,mst come lter i normlly bthe him in d fternoon mh
2076,ham,trst me even if isnt there its there
2077,ham,hey hnonbs goin  meet him he wnts go ot  mel bt i donyt feel like it cz hve  get lst bs homebt hes sweet ltelyxxx
2079,ham,i cn tke yo t like noon
2080,ham,where is it is there ny opening for mc
2081,ham,im ight wts hppening on yor side
2082,ham,im done oredi
2083,ham,yo re sweet s well princess plese tell me yor likes nd dislikes in bed
2084,ham,how re yo wish yo  gret semester
2085,ham,moji i love yo more thn words hve  rich dy
2086,ham,dde how do yo like the bff wind
2087,ham,lright bbe
2089,ham,no im not i cnt give yo everything yo wnt nd need yo ctlly cold do better for yorself on yor ownyove got more money thn i do i cnt get work i cnt get  mn i cnt py the rent i cnt even fill my fcking gs tnk yes im stressed nd depressed i didnt even cll home for thnksgiving cz ill hve  tell them im p  nothing
2090,ham,skllis wont ply in first two odi
2091,ham,then get some csh gether nd ill text json
2092,ham,oh my love its soooo good  her from yo omg i missed yo so mch dy im sorry yor hving problems with the provider bt thnk yo for tming me
2095,ham,probbly wnt  pick p more
2096,ham,im done
2097,ham,re yo the ctest girl in the world or wht
2098,ham,no dice rt clss  thr   thnks thogh ny ide wht time i shold come morrow
2100,ham,oh howd gd gd mthe en smchr chikk
2101,ham,i thk  lor bt dnno cn get tickets  not wt  doing now
2102,ham,drie losy correct
2103,ham,its  site  simlte the test it jst gives yo very gh qestions  test yor rediness
2104,ham,nywy seriosly hit me p when yore bck becse otherwise i hve  light p with rmnd nd he lwys hs shit ndor is vomiting
2105,ham,i fetch yn or  fetch
2106,ham,thnk yo i like yo s well
2107,ham,hmmm  nd imgine fter yove come home from tht hving  rb my feet mke me dinner nd help me get redy for my dte  re yo sre yor redy for tht kind of life 
2109,ham,lr sid she cn lon me  ltgt 
2110,ham,do we hve ny spre power spplies
2111,ham,yr he qite clever bt ft mny gesses lor he got sk me  bring bt i thk drren not so willing  go iy they thk leon still not ttch wt
2113,ham,yeh dont go  bed ill be bck before midnight
2115,ham,well i wsnt vilble s i wshob nobbing with lst night so they hd  sk nickey pltt insted of me
2116,ham,its tht time of the week gin ryn
2117,ham,wish  mny mny retrns of the dy hppy birthdy vikky
2119,ham,i hope yo know im still md t yo
2120,ham,rgh my g is spotty nywy the only thing i remember from the reserch we did ws tht province nd sterling were the only problemfree plces we looked t
2121,ham,in xm hll boy sked girl tell me the strting term for dis nswer i cn den mnge on my own fter lot of hesittion n lookin rond silently she sid the inth ponnngle ipditn
2122,ham,do yo know when the reslt
2124,ham,betifl trth ginst grvity red creflly or hert feels light when someone is in it bt it feels very hevy when someone leves it good night
2125,ham,sorry im getting p now feel relly bd tlly rejected tht kind me thing
2126,ham,yo do got  shitlod of dimonds thogh
2127,ham,tessypls do me  fvor pls convey my birthdy wishes  nimypls dnt forget it dy is her birthdy shijs
2128,ham,well im going  be n nty
2129,ham,mine here like ll fr chin then so noisy
2130,ham,lter i gess i need do mct stdy o
2131,ham,sfrom the trining mnl it show there is no tech processits ll bot pssword reset nd trobleshooting
2133,ham,spoke with ncle john dy he strongly feels tht yo need  scrifice  keep me here hes going  cll yo when he does i beg yo  jst listen dont mke ny promises or mke it cler things re not esy nd i need yo  plese let s work things ot s long s i keep expecting help my cretivity will be stifled so pls jst keep him hppy no promises on yor prt
2134,ham,if he strted serching he will get job in few dyshe hve gret potentil nd tlent
2135,ham,crlos ok  while gin we leve in  minte
2136,ham,well done nd  lv y ll 
2137,ham,then why yo cme  hostel
2138,ham,k still re yo loving me
2139,ham,bt i jz remembered i gott bthe my dog dy
2140,ham,fter the drg she will be ble  et
2141,ham,lright ok the morphine bck in yo
2142,ham,yo see the reqirements plese
2143,ham,yo styin ot of troble strngersw dve the other dy hes sorted nowstill with me bloke when  gon get  girl mrr mm still thinks we will get geth 
2146,ham,so cn collect r lpp
2147,ham,ok cn be lter showing rond  if yo wnt  cld hve drink before wld prefer not  spend money on nosh if yo dont mind s doing tht nxt wk
2148,ham,i will once i get home
2149,ham,wt lololo ok next time then
2150,ham,the tbles occpied im witing by the tree
2151,ham,i srely dont forgot  comei will lwys be in ch in with yo
2152,ham,hi kindly give s bck or docments which we sbmitted for lon from stpti
2153,ham,i dont hve i shll by one der
2154,ham,oh god i m hppy  see yor messge fter  dys
2155,ham,wht yer nd how mny miles
2156,ham,hey ctie how goes it here in wles its kind ok there is like hills nd shit bt i still vent killed myself 
2157,ham,sd sry of  mn  lst week ws my bdy my wife didnt wish me my prents forgot n so did my kids  i went  work even my colleges did not wish s i entered my cbin my p sid  hppy bdy boss  i felt specil she skd me  lnch fter lnch she invited me  her prtment we went there she sid do  mind if i go in the bedroom for  minte   ok i sed in  sexy mood she cme ot  mints ltr wid  cken my wife my prents my kidz my friends n my colleges ll screming srprise  nd i ws witing on the sof    nked
2158,ham,i think yo shold go the honesty rod cll the bnk morrow its the gh decisions tht mke s gret people
2160,ham,no its not specilistion cn work bt its slve lbor will look for it this month sh cos no shkr  beggr
2161,ham,is she replying hs boye chnged his phone nmber
2162,ham, go  write msg  pt on dictionry mode cover the screen with hnd press  ltgt  gently remove r hnd its interesting
2163,ham,hi my drlin im on my wy  london nd we hve jst been smshed in by nother driver nd hve  big dent im relly missing  wht hve  been p  xxx
2164,ham,nothing relly jst mking sre everybodys p  speed
2165,ham,im not coming home  dinner
2166,ham,thnk yo nd by the wy i jst lost
2167,ham,yeshe hve good crickiting mind
2168,ham,thx ll will be well in  few months
2170,ham,cn i plese come p now imin wndontmtter if rgoin otlr
2171,ham,i wont so wts wit the gys
2172,ham,yvnt tried yet nd never plyed originl either
2173,ham,hiy hd  good dy hve yo spoken  since the weekend
2174,ham,see i thoght it ll throgh
2175,ham,im t work plese cll
2176,ham,get redy  mon nd screm 
2177,ham,oh k why yo got job then whts p
2178,ham,i dont think so yo dont need  be going ot tht lte on  school night especilly when the one clss yo hve is the one yo missed lst wednesdy nd probbly filed  test in on fridy
2179,ham,nd popping ltgt ibprofens ws no help
2180,ham,bbe  how goes tht dy  wht re yo doing  where re yo  i sip my cppccino nd think of yo my love  i send  kiss  yo from cross the se
2181,ham,ok
2182,ham,ps  no r  grown p now right
2183,ham,chinwn got porridge clypot rice ym cke fishhed beehoon either we et chep den go cfe n k or go nydc or somethin
2184,ham,i know  few people i cn hit p nd fck  the yes
2185,ham,prity of friendship between two is not bot smiling fter reding the forwrded messgeits bot smiling jst by seeing the nme gd evng
2186,ham,so is there nything specific i shold be doing with regrds  jklin or wht becse idk wht the fck
2187,ham,oh god im gonn google nerby cliffs now
2189,ham,yp i shd hf rd  pges if i dd figres  ll got how mny pges
2190,ham,ooh got im gonn strt belly dncing in moseley weds  if  wnt  join me they hve  cfe o 
2191,ham,thnkyo so mch for the cll i pprecite yor cre
2192,ham,congrts  tret pendingi m not on mil for  dyswill mil once thrrespect mother t homecheck mils
2193,ham,i clled bt no one pick p e phone i sk both of them lredy they sid ok
2194,ham,hi my emil ddress hs chnged now it is 
2195,ham,vlble ffectionte loveble eternl noble trthfl intimte ntrl enmos hppy vlentines dy in dvnce
2196,ham,not mch jst some textin how bot yo
2197,ham,bring it if yo got it
2198,ham,im in  movie cll me  wt
2199,ham,not sre i hve the smch for it 
2200,ham,hh cn bt im hving dinner with my cosin
2201,ham, boy ws lte  home his fther power of frndship
2202,ham,nd my mn crlos is definitely coming by m night no excses
2203,ham,soon yo will hve the rel thing princess do i mke yo wet 
2204,ham,rjipls do me  fvor pls convey my birthdy wishes  nimy pls dy is her birthdy
2205,ham,hh my legs nd neck re killing me nd my migos re hoping  end the night with  brn think i cold swing by in like n hor
2207,ham,slly the body tkes cre of it by mking sre it doesnt progress cn we pls contine this tlk on strdy
2209,ham,hmm well night night 
2210,ham,jst wnted  sy holy shit yo gys werent kidding bot this bd
2211,ham,jst gettin  bit rty with my collges t the mo well tryin  ne wy got  rost in  min lovely i shll enjoy tht
2212,ham,this is one of the dys yo hve  billion clsses right
2213,ham,goodmorning dy i m lte for hrs becse of bck pin
2214,ham,ok then ill let him noe lter n sk him cll  tmr
2215,ham,prbhim sorydrelyfrm hert im sory
2216,ham,ok im wliking rd now do  wn me  by nything go r hose
2217,ham, will hve two more crns off  nd is very plesed with shelves
2218,ham,nice tlking  yo plese dont forget my pix  i wnt  see ll of yo
2220,ham,bt relly qite fnny lor wt then  shd hf rn shorter distnce wt
2221,ham,i notice yo like looking in the shit mirror yore trning in  right frek
2222,ham,gret i ws getting worried bot yo jst know tht  wonderfl nd cring person like yo will hve only the best in life know tht  r wonderfl nd gods love is yors
2224,ham,i prefer my free dys tes wed fri oso cn  sk those workin lor
2225,ham,lrite jod hows the revision goin keris bin doin  smidgin n e wy  wnn cm over fter collegexx
2226,ham,if yo hve belive me come  my home
2227,ham,oh kkwhere did yo tke test
2228,ham,those were my exct intentions
2229,ham,hh bt no money leh lter got  go for tition hh nd looking for empty slots for driving lessons
2230,ham,hey thk we jz go ccordin  wt we discssed yest lor except no kb on sn cos theres nt mch lesson  go if we ttend kb on st
2231,ham,k wen r free come  my home nd lso tel vikky i hv sent mil  him lso better come evening il be free dy ftr pm
2232,ham,nothing jst getting msgs by dis nme wit different nos
2233,ham,good morning plz cll me sir
2234,ham,whts yor room nmber gin wnn mke sre im knocking on the right door
2235,ham,sicomo nolistenedthe plid lbmqite gdthe new ir which is hilrioslso boghtbrindnce compofstff on phexs bel
2236,ham,pls tell nelson tht the bbs re no longer comin the money i ws expecting int coming
2237,ham,give her something  drink if she tkes it nd doesnt vomit then yo her temp might drop if she nmits however let me know
2238,ham,think yo sent the text  the home phone tht cnt disply texts if yo still wnt  send it his nmber is
2239,ham,every dy i se  sleep fter  ltgt  so only
2240,ham,k ill cll yo when im close
2241,ham, by newsppers lredy
2242,ham,nope wif my sis lor ft bthing my dog then i cn bthe looks like its going  rin soon
2243,ham,boo im on my wy  my moms shes mking rtill sop ymmmm
2244,ham,no mngement pzzeles
2245,ham,how did yo find ot in  wy tht didnt inclde ll of these detils
2248,ham,will yo like  be spoiled 
2250,ham,i m getting threts from yor sles exective shifd s i rised complint ginst him its n officil messge
2251,ham,hope things went well t docrs  reminds me i still need godid  c d little thing i left in the longe
2252,ham,den wt will e schedle b lk on sn
2253,ham,lol enjoy role plying mch
2254,ham,ok me wtching tv o
2255,ham,i jst lov this line hrt me with the trth
2256,ham,jst checked ot heding ot  drop off my stff now
2257,ham,here got lots of hir dresser fr chin
2258,ham,sd sry of  mn  lst week ws my bdy my wife didnt wish me my prents forgot n so did my kids  i went  work even my colleges did not wish
2259,ham,ill cll yo evening ill some ides
2261,ham,did yo show him nd wot did he sy or cold  not c him  dst
2262,ham,it shold tke bot  ltgt  min
2264,ham,ok   now i m in bs  if i come soon i will come otherwise morrow
2265,ham,i cnt pick the phone right now pls send  messge
2267,ham,finish lio 
2269,ham,hh i think i did o
2270,ham, know we wtchin t lido
2271,ham,life spend with someone for  lifetime my be meningless bt  few moments spent with someone who relly love yo mens more thn life itself
2272,ham,hh wesome ive been    cople times who lls coming
2273,ham,cold dont be sd der
2274,ham,think i cold sp by in like n hor or so my roommtes looking  sck p for  trip
2275,ham,is tht on the telly no its brdget jones
2276,ham,love yo thilove  lot
2277,ham,hello how r  im bored inever thoght id get bored with the tv bt i m tell me something exciting hs hppened there nything 
2278,ham,hmmbd newshype prk plz  stdio tkenonly left  bedrm
2279,ham,sorry ill cll lter in meeting
2280,ham,r  comin bck for dinner
2281,ham,i hv lmost reched cll i m nble  connect 
2282,ham,whom yo wited for yesterdy
2283,ham,i rech home sfe n sond lio
2284,ham,velly good yes plese
2285,ham,hi wkend ok bt jorney terrible wk not good s hve hge bck log of mrking  do
2286,ham,i hve hd two more letters from  i will copy them for yo cos one hs  messge for yo spek soon
2287,ham,lex knows  gy who sells mids bt hes down in soth tmp nd i dont think i cold set it p before like 
2288,ham,dont yo hve messge offer
2290,ham,hey there bbe how  doin wot  p  nite love nnie x
2291,ham,remind me how  get there nd i shll do so
2292,ham, thts not v romntic
2293,ham,hello dmn this christms thing i think i hve decided  keep this mp tht doesnt work
2295,ham,hi drlin im missin  hope yo re hving  good time when re  bck nd wht time if  cn give me  cll t home jess xx
